1	REL$/people/deceased_person/place_of_death	Jorge Donn	Lausanne
1	REL$/people/deceased_person/place_of_death	Terence de Vere White	London
1	REL$/people/deceased_person/place_of_death	Victor Maddern	London
1	REL$/people/deceased_person/place_of_death	Norman Parkinson	Singapore
1	REL$/people/deceased_person/place_of_death	Raghubir Singh	Manhattan
1	REL$/people/deceased_person/place_of_death	David Fleay	Brisbane
1	REL$/people/deceased_person/place_of_death	Michael Burnett	Georgia
1	REL$/people/deceased_person/place_of_death	Raphael	America
1	REL$/people/deceased_person/place_of_death	Christina Foyle	Essex
1	REL$/people/deceased_person/place_of_death	Raghu Raj Bahadur	Chicago
1	REL$/people/deceased_person/place_of_death	Mr. Roosevelt	Washington
1	REL$/people/deceased_person/place_of_death	Herbert Henry Dow	Houston
1	REL$/people/deceased_person/place_of_death	William Cotton	Brandon
1	REL$/people/deceased_person/place_of_death	Nicolas Flagello	New Rochelle
1	REL$/organization/parent/child	Tribune Company	News
0	REL$/organization/parent/child	Malcolm Glazer	Tampa Bay Buccaneers
1	REL$/organization/parent/child	Apple	Claris
1	REL$/organization/parent/child	Bertelsmann	Doubleday
1	REL$/organization/parent/child	Pearson	Mindscape
0	REL$/organization/parent/child	Robert Maxwell	Macmillan
1	REL$/organization/parent/child	Turner Broadcasting System	CNN
1	REL$/organization/parent/child	Hewlett-Packard	Apollo
1	REL$/organization/parent/child	Macy	I. Magnin
1	REL$/organization/parent/child	Pacific Telesis	Pacific Bell
1	REL$/organization/parent/child	Washington Post Company	Newsweek
1	REL$/organization/parent/child	News Corporation	Delphi
1	REL$/organization/parent/child	Turner Broadcasting System	Cartoon Network
1	REL$/organization/parent/child	Neiman Marcus	Bergdorf Goodman
0	REL$/organization/parent/child	Dolan	Pickett
1	REL$/organization/parent/child	ITT Corporation	Madison Square Garden
1	REL$/organization/parent/child	Viacom	Paramount Pictures
1	REL$/organization/parent/child	Loews Corporation	CNA Financial Corporation
1	REL$/organization/parent/child	BankAmerica	Robertson
1	REL$/organization/parent/child	Viacom	Paramount Parks
1	REL$/organization/parent/child	Turner Broadcasting System	Turner Entertainment
0	REL$/organization/parent/child	British	Madison Avenue
1	REL$/organization/parent/child	Investcorp	Saks
1	REL$/organization/parent/child	Gillette	Braun
1	REL$/organization/parent/child	American Airlines	Reno Air
1	REL$/organization/parent/child	Texaco	Getty
1	REL$/organization/parent/child	WPP Group	Ogilvy & Mather
1	REL$/organization/parent/child	Ford	Associates
1	REL$/organization/parent/child	The New York Times Company	The New York Times Syndication Sales Corporation
1	REL$/organization/parent/child	Santander	Banesto
1	REL$/organization/parent/child	Turner Broadcasting System	New Line Cinema
1	REL$/organization/parent/child	Westinghouse	CBS Radio
1	REL$/organization/parent/child	Starwood	Westin Hotels
1	REL$/organization/parent/child	United Industrial Corporation	AAI Corporation
1	REL$/organization/parent/child	Loral Corporation	Ford Aerospace
1	REL$/organization/parent/child	World Health Organization	Pan American Health Organization
1	REL$/organization/parent/child	United Technologies Corporation	Pratt & Whitney
1	REL$/organization/parent/child	Disney	Disney Adventures
1	REL$/organization/parent/child	Bumble Bee	U.S.
1	REL$/organization/parent/child	Seagram	Tropicana
1	REL$/organization/parent/child	Omnicom Group	BBDO
1	REL$/organization/parent/child	ITT Corporation	Caesars Palace
1	REL$/organization/parent/child	Omnicom Group	Doremus & Co.
1	REL$/organization/parent/child	Textron	Bell Helicopter Textron
1	REL$/organization/parent/child	Novell	Wordperfect
1	REL$/organization/parent/child	Tribune Company	Chicago Tribune
1	REL$/organization/parent/child	Atari	Tengen
0	REL$/music/artist/origin	David	Haiti
0	REL$/music/artist/origin	United Healthcare Corporation	Minneapolis
1	REL$/music/artist/origin	Wagner	Germany
0	REL$/music/artist/origin	Rodriguez	Uruguay
0	REL$/music/artist/origin	Charlie Campbell	Akron
1	REL$/music/artist/origin	Los Lobos	East Los Angeles
0	REL$/music/artist/origin	Rudd	Chesapeake
0	REL$/music/artist/origin	Avondale	New Orleans
0	REL$/music/artist/origin	Bureau of National Affairs	Washington
0	REL$/music/artist/origin	Reason Foundation	Los Angeles
0	REL$/music/artist/origin	David Williams	Washington
0	REL$/music/artist/origin	Patrick Parker	Irvington
0	REL$/music/artist/origin	Arroyo	Newark
0	REL$/music/artist/origin	Luis Lopez	Corona
0	REL$/music/artist/origin	Yuba	Mali
0	REL$/music/artist/origin	John Gilman	Bedford
0	REL$/music/artist/origin	Thomas Dooley	Germany
0	REL$/music/artist/origin	Tony Stewart	Indiana
0	REL$/music/artist/origin	Susan Jacoby	Charleston
1	REL$/music/artist/origin	Northern Lights	New England
0	REL$/music/artist/origin	Regis	Martinique
0	REL$/music/artist/origin	Pantera	Texas
0	REL$/music/artist/origin	Melrose Place	Stamford
0	REL$/music/artist/origin	AIDS Action Council	Washington
0	REL$/music/artist/origin	Mattingly	Evansville
0	REL$/music/artist/origin	Investcorp	Bahrain
0	REL$/music/artist/origin	Association of American Universities	Washington
0	REL$/music/artist/origin	Otero	Caldwell
0	REL$/music/artist/origin	Robert Smith	Goth
0	REL$/music/artist/origin	Roberts	Los Angeles
0	REL$/music/artist/origin	Miranda	Portugal
0	REL$/music/artist/origin	New Standards	Washington
1	REL$/music/artist/origin	Kapelye	Klezmer
0	REL$/music/artist/origin	Feminist Majority Foundation	Arlington
0	REL$/music/artist/origin	Clint Bolick	Washington
0	REL$/music/artist/origin	Fairfield	Stamford
0	REL$/music/artist/origin	Essex House	Michelin
1	REL$/music/artist/origin	U.K.	English
0	REL$/music/artist/origin	Mr. Thompson	Belleville
0	REL$/music/artist/origin	Bauhaus	Goth
0	REL$/music/artist/origin	Paul Bocuse	Michelin
0	REL$/music/artist/origin	Deborah Solomon	Joseph Cornell
0	REL$/music/artist/origin	Jerzy Grotowski	Poland
1	REL$/music/artist/origin	Agnostic Front	New York
1	REL$/music/artist/origin	Loup Garou	Cajun
0	REL$/music/artist/origin	Richard King	Missouri
1	REL$/music/artist/origin	Skunk Anansie	English
0	REL$/music/artist/origin	DC Talk	Christian
1	REL$/music/artist/origin	Primus	San Francisco
0	REL$/music/artist/origin	Treatment Action Group	New York
1	REL$/music/artist/origin	Rancid	California
0	REL$/music/artist/origin	Olivia Goldsmith	First Wives Club
1	REL$/music/artist/origin	Time	Minneapolis
0	REL$/music/artist/origin	Tuzla	Srebrenica
1	REL$/music/artist/origin	Bush	English
1	REL$/music/artist/origin	Hobo Blues Band	Budapest
1	REL$/music/artist/origin	Bound for Glory	Minnesota
0	REL$/music/artist/origin	African Rights	London
0	REL$/music/artist/origin	Wendy Kopp	Princeton University
0	REL$/music/artist/origin	Thomas Cook	England
1	REL$/music/artist/origin	Toyland	Minneapolis
0	REL$/music/artist/origin	Holtz	Willimantic
0	REL$/music/artist/origin	Los Angeles	New York City
0	REL$/music/artist/origin	Middle East Watch	New York
1	REL$/music/artist/origin	Cocteau Twins	English
0	REL$/music/artist/origin	Queensboro Bridge	William Cullen Bryant
1	REL$/music/artist/origin	Mandrill	Brooklyn
0	REL$/music/artist/origin	Marco Pierre White	Michelin
1	REL$/music/artist/origin	Fleshtones	New York
0	REL$/music/artist/origin	Jean Joho	Chicago
0	REL$/music/artist/origin	Geoffrey Beene	California
0	REL$/music/artist/origin	Malfunkshun	Seattle
0	REL$/music/artist/origin	Arthur Farwell	Newton
0	REL$/music/artist/origin	Edna Lewis	Atlanta
0	REL$/music/artist/origin	Claude Troisgros	New York
1	REL$/music/artist/origin	SCH	Sarajevo
0	REL$/music/artist/origin	Flanagan	Nebraska
0	REL$/music/artist/origin	Paolo Conti	Tuscan
0	REL$/music/artist/origin	Capitol Diner	Cordon Bleu
0	REL$/music/artist/origin	Grady Spears	West Texas
0	REL$/music/artist/origin	Foundation	Washington
0	REL$/music/artist/origin	Mayor	Beijing
0	REL$/music/artist/origin	Tanner	Pittsburgh
0	REL$/music/artist/origin	Edison Electric Institute	Washington
0	REL$/music/artist/origin	Copland	Brooklyn
0	REL$/music/artist/origin	Schneider	Manhattan
0	REL$/music/artist/origin	Iraqi National Accord	Amman
0	REL$/music/artist/origin	Tenneco	Houston
0	REL$/music/artist/origin	Thomas	Boston
0	REL$/music/artist/origin	Ray	Frank
0	REL$/music/artist/origin	Moholy-Nagy	Chicago
0	REL$/music/artist/origin	Michael Smuin	San Francisco
0	REL$/music/artist/origin	Mitsui	Japan
0	REL$/music/artist/origin	Bootstrap Institute	Fremont
0	REL$/music/artist/origin	Literature	Port Washington
0	REL$/music/artist/origin	Survival International	London
0	REL$/music/artist/origin	Claire Lerner	Washington
0	REL$/music/artist/origin	Direct Marketing Association	Washington
0	REL$/music/artist/origin	Arthur Rothstein	Columbia University
1	REL$/book/author/works_written	Salman Rushdie	Satanic Verses
1	REL$/book/author/works_written	Michael Ignatieff	Isaiah Berlin
1	REL$/book/author/works_written	Michael Lewis	Poker
1	REL$/book/author/works_written	Deirdre Bair	Simone de Beauvoir
1	REL$/book/author/works_written	Alan Wolfe	Nation
1	REL$/book/author/works_written	Edmund White	Genet
1	REL$/book/author/works_written	Joseph Finder	Zero Hour
1	REL$/book/author/works_written	Nicholas Fox Weber	Patron Saints
1	REL$/book/author/works_written	Gerald Posner	Perot
1	REL$/book/author/works_written	Samuel G. Freedman	Small Victories
1	REL$/book/author/works_written	Richard Preston	Cobra Event
1	REL$/book/author/works_written	Mark Hertsgaard	Earth Odyssey
1	REL$/book/author/works_written	Eric Lax	Woody Allen
1	REL$/book/author/works_written	Upton Sinclair	Jungle
1	REL$/book/author/works_written	Valerie Martin	Great Divorce
1	REL$/book/author/works_written	Michael Ondaatje	English Patient
1	REL$/book/author/works_written	Ralph Ellison	Invisible Man
1	REL$/book/author/works_written	Paul Theroux	Chicago Loop
1	REL$/book/author/works_written	Ben Yagoda	Rogers
1	REL$/book/author/works_written	Hammond Innes	Wreck
1	REL$/book/author/works_written	Dennis Overbye	Lonely Hearts
1	REL$/book/author/works_written	Winston Groom	Forrest Gump
1	REL$/book/author/works_written	Milan Kundera	Unbearable Lightness of Being
1	REL$/book/author/works_written	Richard Price	Clockers
1	REL$/book/author/works_written	New York	Black West
1	REL$/book/author/works_written	Laura Zigman	Animal Husbandry
1	REL$/book/author/works_written	Voltaire	Candide
1	REL$/book/author/works_written	David Holloway	Stalin
1	REL$/book/author/works_written	Patrick Kavanagh	Gaff Topsails
1	REL$/book/author/works_written	Rick Moody	Purple America
1	REL$/book/author/works_written	Marc Reisner	Cadillac Desert
1	REL$/book/author/works_written	Robin McKinley	Rose Daughter
1	REL$/book/author/works_written	Anthony Julius	T. S. Eliot
0	REL$/book/author/works_written	Thomas B. Cochran	Secret History
1	REL$/book/author/works_written	Geoffrey Parker	Dutch Revolt
1	REL$/book/author/works_written	Laura Esquivel	Law of Love
1	REL$/book/author/works_written	Olivia Goldsmith	First Wives Club
1	REL$/book/author/works_written	Kim Stanley Robinson	Blue Mars
1	REL$/book/author/works_written	Rick Collignon	Perdido
1	REL$/book/author/works_written	Rick Rodgers	Christmas
1	REL$/book/author/works_written	Annette Insdorf	Cinema
1	REL$/book/author/works_written	Gail Damerow	Ice Cream
1	REL$/book/author/works_written	Victor Rangel-Ribeiro	Tivolem
1	REL$/book/author/works_written	William Gibson	Idoru
1	REL$/book/author/works_written	John Pierson	Mike
0	REL$/book/author/works_written	Richard Strauss	Ein Heldenleben
1	REL$/book/author/works_written	William Boyd	Armadillo
1	REL$/book/author/works_written	Jonathan Shay	Achilles
1	REL$/book/author/works_written	Saul Bellow	Planet
1	REL$/book/author/works_written	Robert W. Merry	Joseph
0	REL$/book/author/works_written	Open	Guided Tours of Hell
1	REL$/book/author/works_written	Peter Manso	Biography
1	REL$/book/author/works_written	Michelle Huneven	Round Rock
1	REL$/book/author/works_written	Joseph Albright	Bombshell
1	REL$/book/author/works_written	George W. Breslauer	Khrushchev
1	REL$/book/author/works_written	Paul Erdman	Panic
1	REL$/book/author/works_written	Gish Jen	Mona
1	REL$/book/author/works_written	Lucinda Franks	Wild Apples
1	REL$/book/author/works_written	Robert F. Moss	Rudyard Kipling
1	REL$/book/author/works_written	Francis Davis	Bebop
1	REL$/book/author/works_written	Ralph Schoenstein	Superman
0	REL$/book/author/works_written	Howard Jarvis	Proposition
1	REL$/book/author/works_written	Isaiah	Karl Marx
1	REL$/book/author/works_written	John Noble Wilford	Riddle
1	REL$/book/author/works_written	Thomas McNamee	Grizzly Bear
1	REL$/book/author/works_written	Michael Shapiro	Japan
1	REL$/book/author/works_written	Thomas Mallon	Dewey Defeats Truman
1	REL$/book/author/works_written	Max Hastings	Korean War
1	REL$/book/author/works_written	Mordecai Richler	Solomon Gursky Was Here
1	REL$/book/author/works_written	Matthew Klam	Sam
1	REL$/book/author/works_written	Michael Malone	Foolscap
1	REL$/book/author/works_written	Ross Perot	United
1	REL$/book/author/works_written	Edmund White	Skinned Alive
1	REL$/book/author/works_written	Walter Kirn	Hard Bargain
1	REL$/book/author/works_written	Norman Davies	Europe
1	REL$/book/author/works_written	Weiss	Ben Shahn
0	REL$/book/author/works_written	Iris Chang	Sunnyvale
1	REL$/book/author/works_written	Mr. Brownlow	Parade
1	REL$/book/author/works_written	Daniel Yergin	Russia
1	REL$/book/author/works_written	Mickey Kaus	End of Equality
0	REL$/book/author/works_written	Carol Reed	Man
1	REL$/book/author/works_written	Mr. Wolf	Glass Mountain
1	REL$/book/author/works_written	Joe Queenan	Red Lobster
1	REL$/book/author/works_written	Ted Conover	Whiteout
0	REL$/book/author/works_written	Paul	Walden
0	REL$/book/author/works_written	Judith Thurman	Isak Dinesen
1	REL$/book/author/works_written	James B. Stewart	Blood Sport
1	REL$/book/author/works_written	John D. Barrow	Limits of Science
1	REL$/book/author/works_written	Robert Cornfield	Lundy
1	REL$/book/author/works_written	Walter Laqueur	Stalin
1	REL$/book/author/works_written	Annette Gordon-Reed	Thomas Jefferson
1	REL$/book/author/works_written	Michael Wood	Stendhal
1	REL$/book/author/works_written	Tom Piazza	Blues and Trouble
1	REL$/book/author/works_written	T. Coraghessan Boyle	Water Music
1	REL$/book/author/works_written	Anthony Gottlieb	Socrates
0	REL$/book/author/works_written	Minsk	Russia
1	REL$/book/author/works_written	Thomas Harris	Hannibal
1	REL$/book/author/works_written	Caleb Carr	Devil Soldier
1	REL$/book/author/works_written	Walter Mosley	White Butterfly
1	REL$/book/author/works_written	Roland Huntford	Scott
0	REL$/book/author/works_written	Arlington	Alger Hiss
1	REL$/book/author/works_written	Matthew F. Jones	Deepwater
1	REL$/book/author/works_written	Gore Vidal	Smithsonian Institution
1	REL$/sports/sports_team/arena_stadium	Georgetown	Capital Centre
1	REL$/sports/sports_team/arena_stadium	Texas Rangers	Stadium
0	REL$/sports/sports_team/arena_stadium	Detroit	Fenway Park
0	REL$/sports/sports_team/arena_stadium	Pittsburgh	Wrigley Field
0	REL$/sports/sports_team/arena_stadium	Detroit Tigers	Fenway Park
0	REL$/sports/sports_team/arena_stadium	Milwaukee	Comiskey Park
0	REL$/sports/sports_team/arena_stadium	Rams	Candlestick
0	REL$/sports/sports_team/arena_stadium	Cincinnati	Shea Stadium
0	REL$/sports/sports_team/arena_stadium	Denmark	Giants Stadium
0	REL$/sports/sports_team/arena_stadium	Vikings	Giants Stadium
0	REL$/sports/sports_team/arena_stadium	Hampton	Giants Stadium
0	REL$/sports/sports_team/arena_stadium	New York	Miami Arena
1	REL$/sports/sports_team/arena_stadium	Dallas Mavericks	Reunion Arena
1	REL$/sports/sports_team/arena_stadium	Colorado	Coors Field
0	REL$/sports/sports_team/arena_stadium	Rhode Island	Palestra
0	REL$/sports/sports_team/arena_stadium	Hartford	Madison Square Garden
0	REL$/sports/sports_team/arena_stadium	Atlanta Braves	Yankee Stadium
0	REL$/sports/sports_team/arena_stadium	Detroit	Garden
0	REL$/sports/sports_team/arena_stadium	Dallas	Indianapolis
0	REL$/sports/sports_team/arena_stadium	Colts	Three Rivers Stadium
1	REL$/sports/sports_team/arena_stadium	Washington	Capital Centre
1	REL$/sports/sports_team/arena_stadium	Raiders	Los Angeles Memorial Coliseum
0	REL$/sports/sports_team/arena_stadium	Rockets	Madison Square Garden
0	REL$/sports/sports_team/arena_stadium	Chicago	Madison Square Garden
0	REL$/sports/sports_team/arena_stadium	Boston Red Sox	Stadium
0	REL$/sports/sports_team/arena_stadium	Lithuania	Georgia Dome
0	REL$/sports/sports_team/arena_stadium	South	Mobile
0	REL$/sports/sports_team/arena_stadium	Buffalo	Three Rivers Stadium
0	REL$/sports/sports_team/arena_stadium	Florida	Wrigley Field
0	REL$/sports/sports_team/arena_stadium	Atlantis	Mir
0	REL$/sports/sports_team/arena_stadium	Rangers	Capital Centre
0	REL$/sports/sports_team/arena_stadium	Americans	Stanford Stadium
0	REL$/sports/sports_team/arena_stadium	Detroit	Madison Square Garden
0	REL$/sports/sports_team/arena_stadium	Seattle Mariners	Tiger Stadium
0	REL$/sports/sports_team/arena_stadium	Flyers	Garden
1	REL$/sports/sports_team/arena_stadium	Penn State	Beaver Stadium
0	REL$/sports/sports_team/arena_stadium	Denver	Sydney
0	REL$/sports/sports_team/arena_stadium	Iva Majoli	Tokyo
1	REL$/people/person/place_of_birth	Richard Tyler	Australia
1	REL$/people/person/place_of_birth	Henderson	Washington
1	REL$/people/person/place_of_birth	Barbara	Brooklyn
1	REL$/people/person/place_of_birth	Gentlemen	Argentina
1	REL$/people/person/place_of_birth	Hall	Chicago
1	REL$/people/person/place_of_birth	Holtz	Willimantic
1	REL$/people/person/place_of_birth	Lee	Louisville
1	REL$/people/person/place_of_birth	Miranda	Portugal
1	REL$/people/person/place_of_birth	Tanner	Pittsburgh
1	REL$/people/person/place_of_birth	Jack Nelson	California
1	REL$/people/person/place_of_birth	Schneider	Manhattan
1	REL$/people/person/place_of_birth	Born	Manhattan
1	REL$/people/person/place_of_birth	Wagner	Germany
1	REL$/people/person/place_of_birth	Mr. White	Boston
1	REL$/people/person/place_of_birth	Hank Messick	Happy Valley
1	REL$/people/person/place_of_birth	Pinson	Memphis
1	REL$/people/person/place_of_birth	Stephen Langley	Athol
1	REL$/people/person/place_of_birth	Bentley	Indiana
1	REL$/people/person/place_of_birth	Elizabeth Eyre	Johnstown
1	REL$/people/person/place_of_birth	Primo Nebiolo	Turin
1	REL$/people/person/place_of_birth	William Brennan	Newark
1	REL$/people/person/place_of_birth	Leigh	Santiago
1	REL$/people/person/place_of_birth	Monte	Rio
1	REL$/people/person/place_of_birth	Robinson	Portsmouth
1	REL$/people/person/place_of_birth	Frederic	Chicago
1	REL$/people/person/place_of_birth	Alfred Lane Beit	London
1	REL$/people/person/place_of_birth	Sol Wachtler	New York City
1	REL$/people/person/place_of_birth	Diller	Bronx
1	REL$/people/person/place_of_birth	Driggs	Hartford
1	REL$/people/person/place_of_birth	Baker	St. Louis
1	REL$/people/person/place_of_birth	Nicole Kidman	Hawaii
1	REL$/people/person/place_of_birth	Dean Johnson	New Haven
1	REL$/people/person/place_of_birth	Krupp	Germany
1	REL$/people/person/place_of_birth	Marguerite Yourcenar	Brussels
1	REL$/people/person/place_of_birth	Mr. White	Blakely
1	REL$/people/person/place_of_birth	Greenberg	Bronx
1	REL$/people/person/place_of_birth	Martha Rountree	Gainesville
1	REL$/people/person/place_of_birth	Mr. Chamberlain	Bronx
1	REL$/people/person/place_of_birth	Mike Grier	Detroit
1	REL$/people/person/place_of_birth	Sheila Lukins	Philadelphia
1	REL$/people/person/place_of_birth	Greer Garson	County Down
1	REL$/people/person/place_of_birth	Chadwick	Philadelphia
0	REL$/people/person/place_of_birth	Rumba	Cuba
1	REL$/people/person/place_of_birth	Midori Ito	Nagoya
1	REL$/people/person/place_of_birth	Marcia Ball	Texas
1	REL$/people/person/place_of_birth	Frank H. Netter	Brooklyn
1	REL$/people/person/place_of_birth	Mr. Little	Chickasha
1	REL$/people/person/place_of_birth	Tita	Barcelona
1	REL$/people/person/place_of_birth	Vercors	Paris
1	REL$/people/person/place_of_birth	Stewart	Springfield
1	REL$/people/person/place_of_birth	Keller	Tuscumbia
1	REL$/people/person/place_of_birth	Venable	Cincinnati
1	REL$/people/person/place_of_birth	Aydelotte	Bloomington
1	REL$/people/person/place_of_birth	McDonald	Dublin
1	REL$/people/person/place_of_birth	Leakey	Kenya
1	REL$/people/person/place_of_birth	Mr. Thompson	Sharon
1	REL$/people/person/place_of_birth	Lee	Knoxville
1	REL$/people/person/place_of_birth	Sinatra	Hoboken
1	REL$/people/person/place_of_birth	Rogers	Independence
1	REL$/people/person/place_of_birth	Dent	Atlanta
1	REL$/people/person/place_of_birth	Drew Middleton	New York
1	REL$/people/person/place_of_birth	Louise Brown	England
1	REL$/people/person/place_of_birth	Joan Lestor	Vancouver
1	REL$/people/person/place_of_birth	Mr. Thompson	Franklin
1	REL$/people/person/place_of_birth	Salzman	Queens
1	REL$/people/person/place_of_birth	Jesus	Galilee
1	REL$/people/person/place_of_birth	Richard Bernard	Vincennes
1	REL$/people/person/place_of_birth	Tatiana Troyanos	New York
1	REL$/people/person/place_of_birth	Samuel William Yorty	Lincoln
1	REL$/people/person/place_of_birth	Alexander Kendrick	Philadelphia
1	REL$/people/person/place_of_birth	Smith	Scranton
1	REL$/people/person/place_of_birth	Mr. Head	Louisville
1	REL$/people/person/place_of_birth	Marshak	Bronx
1	REL$/people/person/place_of_birth	Hirsch	San Francisco
1	REL$/people/person/place_of_birth	Robinson	Riverdale
1	REL$/people/person/place_of_birth	Fisher	Berkeley
1	REL$/people/person/place_of_birth	Maureen O'Sullivan	Roscommon
1	REL$/people/person/place_of_birth	Studs Terkel	Bronx
1	REL$/people/person/place_of_birth	Mr. Adams	Logan
1	REL$/people/person/place_of_birth	Mr. Jackson	Glasgow
1	REL$/people/person/place_of_birth	Mrs. Williams	Crewe
1	REL$/people/person/place_of_birth	Maurice Ferre	Puerto Rico
1	REL$/people/person/place_of_birth	Patrick White	London
1	REL$/people/person/place_of_birth	Stefan Thomas Possony	Vienna
1	REL$/people/person/place_of_birth	Mr. Collins	Tallahassee
1	REL$/people/person/place_of_birth	Mrs. Harris	Ottawa
1	REL$/people/person/place_of_birth	Scott	Pittsburgh
0	REL$/people/person/place_of_birth	Cambridge	Cape Town
1	REL$/people/person/place_of_birth	Edith Campion	Boulogne-Billancourt
1	REL$/people/person/place_of_birth	Eiko	London
1	REL$/people/person/place_of_birth	Montoya	Guantanamo
1	REL$/people/person/place_of_birth	Mr. Jackson	France
1	REL$/people/person/place_of_birth	Garson	London
1	REL$/people/person/place_of_birth	Alejandro Xul Solar	Buenos Aires
0	REL$/people/person/place_of_birth	Columbus	Whitland
1	REL$/people/person/place_of_birth	Francis	Lafayette
1	REL$/people/person/place_of_birth	Mr. Williams	Manhattan
1	REL$/people/person/place_of_birth	Mr. Williams	Jersey City
1	REL$/people/person/place_of_birth	Lester Harrison	Rochester
1	REL$/people/person/place_of_birth	Milton Rubincam	Philadelphia
1	REL$/people/person/place_of_birth	Spence	Windsor
1	REL$/people/person/place_of_birth	Mr. John	Marburg
1	REL$/people/person/place_of_birth	Coleman	Lawrenceville
1	REL$/people/person/place_of_birth	McCampbell	Bessemer
1	REL$/people/person/place_of_birth	Mr. Jensen	San Diego
1	REL$/people/person/place_of_birth	Lyman Spitzer	Toledo
1	REL$/people/person/place_of_birth	Mr. Foster	Manchester
1	REL$/people/person/place_of_birth	Gibson	Salem
1	REL$/people/person/place_of_birth	Kemp	Cecil
1	REL$/people/person/place_of_birth	Ruth Berghaus	Dresden
1	REL$/people/person/place_of_birth	Connolly	Swansea
1	REL$/people/person/place_of_birth	Snyder	Annapolis
1	REL$/people/person/place_of_birth	McHugh	Orange
1	REL$/people/person/place_of_birth	Walter Adams	Vienna
1	REL$/people/person/place_of_birth	Martha Graham	Allegheny
1	REL$/people/person/place_of_birth	Lucille Kallen	Los Angeles
1	REL$/people/person/place_of_birth	U Nu	Wakema
1	REL$/people/person/place_of_birth	Israelis	Russia
1	REL$/people/person/place_of_birth	Sidney Gottlieb	New York City
1	REL$/people/person/place_of_birth	Native	Florence
1	REL$/people/person/place_of_birth	Don	Michigan City
1	REL$/people/person/place_of_birth	Rex E. Lee	Los Angeles
1	REL$/people/person/place_of_birth	Cook	Chicago
0	REL$/people/person/place_of_birth	Music	Louisville
0	REL$/people/person/place_of_birth	Born	Kingfisher
1	REL$/people/person/place_of_birth	Solomon	Jamaica
1	REL$/people/person/place_of_birth	Marisol	Paris
1	REL$/people/person/place_of_birth	Snyder	Stillwater
1	REL$/people/person/place_of_birth	Patrick O'Brian	Galway
0	REL$/people/person/place_of_birth	White Christmas	Siberia
1	REL$/people/person/place_of_birth	Ataturk	Salonika
1	REL$/people/person/place_of_birth	Augustine	North Africa
1	REL$/people/person/place_of_birth	Roy Gerrard	Atherton
1	REL$/people/person/place_of_birth	Campbell	Brooklyn
1	REL$/people/person/place_of_birth	Malcolm	Paris
0	REL$/people/person/place_of_birth	Stilwell	Buffalo
1	REL$/people/person/place_of_birth	Boyle	St. Paul
1	REL$/people/person/place_of_birth	Daniel Corrigan	Rochester
1	REL$/people/person/place_of_birth	Sylvia Sidney	Bronx
1	REL$/people/person/place_of_birth	Isaac Asimov	Soviet Union
1	REL$/people/person/place_of_birth	Mapplethorpe	Floral Park
1	REL$/people/person/place_of_birth	Mehta	Ann Arbor
1	REL$/people/person/place_of_birth	McLaughlin	White Plains
1	REL$/people/person/place_of_birth	James Kennedy	Denison
1	REL$/people/person/place_of_birth	Estee Lauder	New York City
1	REL$/people/person/place_of_birth	Walker Lee Cisler	Marietta
1	REL$/people/person/place_of_birth	Fernando Morales	Bridgeport
0	REL$/people/person/place_of_birth	Swiss	Biel
1	REL$/people/person/place_of_birth	Vivier	Montreal
1	REL$/people/person/place_of_birth	Israelis	Poland
1	REL$/people/person/place_of_birth	John Wade	Little Rock
1	REL$/people/person/place_of_birth	Tibor Kalman	Budapest
1	REL$/people/person/place_of_birth	Alan McLean	China
1	REL$/people/person/place_of_birth	Rebecca	Rego Park
1	REL$/people/person/place_of_birth	Mrs. Harris	Franklin
1	REL$/people/person/place_of_birth	Mr. Walker	Philadelphia
1	REL$/people/person/place_of_birth	Reno	New York
1	REL$/people/person/place_of_birth	Van Buren	Kinderhook
1	REL$/people/person/place_of_birth	Stein	Vienna
1	REL$/people/person/place_of_birth	Alice Paul	Mount Laurel
1	REL$/people/person/place_of_birth	Wright	Nashua
1	REL$/people/person/place_of_birth	Robley Dunglison Evans	University Place
1	REL$/people/person/place_of_birth	Todor Zhivkov	Pravets
1	REL$/people/person/place_of_birth	Sullivan	Boston
1	REL$/people/person/place_of_birth	Mili	Albania
1	REL$/people/person/place_of_birth	Smith	Orange
1	REL$/people/person/place_of_birth	Mr. Williams	Richmond
1	REL$/people/person/place_of_birth	Mr. Bliss	Newark
1	REL$/people/person/place_of_birth	Beth Chatto	East Anglia
1	REL$/people/person/place_of_birth	Rosenthal	Germany
1	REL$/people/person/place_of_birth	Emerson	Passaic
1	REL$/people/person/place_of_birth	Robert Byrnes	Waterville
1	REL$/people/person/place_of_birth	Mr. Brown	Corinth
1	REL$/people/person/place_of_birth	Wellington	Oceanside
1	REL$/people/person/place_of_birth	Linda Moore	Barbados
1	REL$/people/person/place_of_birth	Akers	St. Louis
1	REL$/people/person/place_of_birth	Lowe	Manhattan
1	REL$/people/person/place_of_birth	Frederick Taylor	Germantown
1	REL$/people/person/place_of_birth	Lowe	Stuttgart
1	REL$/people/person/place_of_birth	Mr. Brown	Holtville
1	REL$/people/person/place_of_birth	Helen Payne	Cincinnati
1	REL$/people/person/place_of_birth	Armstrong	New Orleans
1	REL$/people/person/place_of_birth	Norris Bradbury	Santa Barbara
1	REL$/people/person/place_of_birth	Marin	Rutherford
1	REL$/people/person/place_of_birth	Walter	Augsburg
